Hour of Day,Sessions
2017010813,387
2017010814,409
2017010815,332
2017010816,349
2017010817,340
2017010818,266
2017010819,252
2017010820,250
2017010821,240
2017010822,188
2017010823,149
2017010900,90
2017010901,40
2017010902,24
2017010903,36
2017010904,55
2017010905,74
2017010906,180
2017010907,418
2017010908,567
2017010909,596
2017010910,598
2017010911,515
2017010912,494
2017010913,401
2017010914,377
2017010915,352
2017010916,363
2017010917,333
2017010918,212
2017010919,178
2017010920,211
2017010921,149
2017010922,168
2017010923,112
2017011000,92
2017011001,33
2017011002,26
2017011003,40
2017011004,47
2017011005,73
2017011006,187
2017011007,373
2017011008,577
2017011009,662
2017011010,739
2017011011,675
2017011012,627
2017011013,710
2017011014,696
2017011015,646
2017011016,694
2017011017,563
2017011018,385
2017011019,314
2017011020,311
2017011021,292
2017011022,266
2017011023,219
2017011100,133
2017011101,73
2017011102,52
2017011103,52
2017011104,48
2017011105,107
2017011106,226
2017011107,430
2017011108,731
2017011109,712
2017011110,686
2017011111,643
2017011112,669
2017011113,575
2017011114,554
2017011115,546
2017011116,421
2017011117,411
2017011118,266
2017011119,185
2017011120,221
2017011121,149
2017011122,143
2017011123,107
2017011200,43
2017011201,40
2017011202,36
2017011203,29
2017011204,48
2017011205,60
2017011206,197
2017011207,377
2017011208,689
2017011209,726
2017011210,710
2017011211,634
2017011212,651
2017011213,622
2017011214,499
2017011215,427
2017011216,454
2017011217,342
2017011218,218
2017011219,150
2017011220,180
2017011221,140
2017011222,128
2017011223,88
2017011300,47
2017011301,19
2017011302,21
2017011303,12
2017011304,26
2017011305,55
2017011306,130
2017011307,238
2017011308,380
2017011309,389
2017011310,323
2017011311,332
2017011312,250
2017011313,214
2017011314,238
2017011315,237
2017011316,195
2017011317,150
2017011318,140
2017011319,83
2017011320,90
2017011321,90
2017011322,64
2017011323,36
2017011400,33
2017011401,21
2017011402,10
2017011403,12
2017011404,16
2017011405,17
2017011406,36
2017011407,66
2017011408,135
2017011409,206
2017011410,180
2017011411,155
2017011412,131
2017011413,143
2017011414,116
2017011415,73
2017011416,88
2017011417,83
2017011418,79
2017011419,55
2017011420,47
2017011421,38
2017011422,54
2017011423,26
2017011500,22
2017011501,10
2017011502,9
2017011503,7
2017011504,5
2017011505,16
2017011506,24
2017011507,60
2017011508,98
2017011509,154
2017011510,147
2017011511,138
2017011512,109
2017011513,86
2017011514,105
2017011515,90
2017011516,71
2017011517,81
2017011518,64
2017011519,45
2017011520,31
2017011521,45
2017011522,24
2017011523,26
2017011600,5
2017011601,12
2017011602,7
2017011603,7
2017011604,5
2017011605,17
2017011606,26
2017011607,78
2017011608,126
2017011609,174
2017011610,123
2017011611,136
2017011612,145
2017011613,140
2017011614,111
2017011615,119
2017011616,104
2017011617,102
2017011618,71
2017011619,54
2017011620,60
2017011621,47
2017011622,33
2017011623,9
2017011700,3
2017011701,9
2017011702,9
2017011703,3
2017011704,5
2017011705,16
2017011706,36
2017011707,86
2017011708,159
2017011709,187
2017011710,178
2017011711,162
2017011712,117
2017011713,130
2017011714,157
2017011715,152
2017011716,147
2017011717,124
2017011718,76
2017011719,71
2017011720,64
2017011721,52
2017011722,36
2017011723,29
2017011800,26
2017011801,14
2017011802,16
2017011803,7
2017011804,16
2017011805,43
2017011806,62
2017011807,218
2017011808,271
2017011809,294
2017011810,292
2017011811,330
2017011812,366
2017011813,420
2017011814,492
2017011815,523
2017011816,508
2017011817,423
2017011818,264
2017011819,212
2017011820,206
2017011821,199
2017011822,140
2017011823,88
2017011900,55
2017011901,38
2017011902,24
2017011903,28
2017011904,45
2017011905,52
2017011906,154
2017011907,361
2017011908,579
2017011909,575
2017011910,534
2017011911,482
2017011912,435
2017011913,413
2017011914,377
2017011915,368
2017011916,306
2017011917,263
2017011918,166
2017011919,126
2017011920,93
2017011921,104
2017011922,117
2017011923,74
2017012000,62
2017012001,38
2017012002,28
2017012003,26
2017012004,29
2017012005,57
2017012006,152
2017012007,309
2017012008,579
2017012009,561
2017012010,565
2017012011,525
2017012012,466
2017012013,413
2017012014,342
2017012015,423
2017012016,404
2017012017,330
2017012018,225
2017012019,178
2017012020,154
2017012021,123
2017012022,109
2017012023,81
2017012100,54
2017012101,29
2017012102,7
2017012103,21
2017012104,22
2017012105,22
2017012106,74
2017012107,162
2017012108,282
2017012109,359
2017012110,314
2017012111,233
2017012112,192
2017012113,204
2017012114,187
2017012115,200
2017012116,202
2017012117,168
2017012118,159
2017012119,116
2017012120,93
2017012121,121
2017012122,114
2017012123,100
2017012200,79
2017012201,54
2017012202,36
2017012203,33
2017012204,40
2017012205,41
2017012206,92
2017012207,185
2017012208,553
2017012209,1335
2017012210,947
2017012211,686
2017012212,537
2017012213,470
2017012214,463
2017012215,401
2017012216,472
2017012217,439
2017012218,456
2017012219,413
2017012220,440
2017012221,373
2017012222,307
2017012223,193
2017012300,159
2017012301,60
2017012302,33
2017012303,54
2017012304,57
2017012305,126
2017012306,266
2017012307,408
2017012308,599
2017012309,643
2017012310,617
2017012311,434
2017012312,411
2017012313,380
2017012314,301
2017012315,325
2017012316,304
2017012317,231
2017012318,178
2017012319,128
2017012320,133
2017012321,111
2017012322,97
2017012323,50
2017012400,29
2017012401,21
2017012402,19
2017012403,19
2017012404,26
2017012405,36
2017012406,116
2017012407,181
2017012408,290
2017012409,261
2017012410,244
2017012411,225
2017012412,218
2017012413,202
2017012414,171
2017012415,147
2017012416,159
2017012417,138
2017012418,71
2017012419,71
2017012420,31
2017012421,59
2017012422,59
2017012423,24
2017012500,26
2017012501,12
2017012502,7
2017012503,3
2017012504,9
2017012505,26
2017012506,67
2017012507,135
2017012508,143
2017012509,211
2017012510,155
2017012511,162
2017012512,136
2017012513,123
2017012514,131
2017012515,85
2017012516,131
2017012517,135
2017012518,64
2017012519,52
2017012520,50
2017012521,54
2017012522,26
2017012523,26
2017012600,7
2017012601,10
2017012602,10
2017012603,9
2017012604,10
2017012605,19
2017012606,67
2017012607,111
2017012608,197
2017012609,195
2017012610,133
2017012611,124
2017012612,85
2017012613,111
2017012614,104
2017012615,109
2017012616,104
2017012617,78
2017012618,73
2017012619,48
2017012620,38
2017012621,41
2017012622,31
2017012623,21
2017012700,16
2017012701,12
2017012702,2
2017012703,2
2017012704,2
2017012705,5
2017012706,45
2017012707,64
2017012708,107
2017012709,140
2017012710,112
2017012711,92
2017012712,107
2017012713,86
2017012714,76
2017012715,95
2017012716,81
2017012717,73
2017012718,47
2017012719,26
2017012720,33
2017012721,40
2017012722,21
2017012723,19
2017012800,9
2017012801,9
2017012802,3
2017012803,10
2017012804,3
2017012805,9
2017012806,24
2017012807,17
2017012808,60
2017012809,76
2017012810,78
2017012811,60
2017012812,59
2017012813,57
2017012814,43
2017012815,33
2017012816,55
2017012817,57
2017012818,36
2017012819,33
2017012820,26
2017012821,29
2017012822,19
2017012823,19
2017012900,2
2017012901,7
2017012902,2
2017012903,2
2017012904,7
2017012905,3
2017012906,14
2017012907,24
2017012908,54
2017012909,66
2017012910,74
2017012911,48
2017012912,54
2017012913,43
2017012914,33
2017012915,45
2017012916,62
2017012917,50
2017012918,43
2017012919,26
2017012920,31
2017012921,38
2017012922,28
2017012923,17
2017013000,9
2017013001,7
2017013002,3
2017013003,0
2017013004,7
2017013005,24
2017013006,38
2017013007,52
2017013008,90
2017013009,128
2017013010,85
2017013011,88
2017013012,59
2017013013,64
2017013014,62
2017013015,81
2017013016,62
2017013017,59
2017013018,50
2017013019,29
2017013020,19
2017013021,31
2017013022,26
2017013023,17
2017013100,5
2017013101,7
2017013102,5
2017013104,3
2017013105,14
2017013106,31
2017013107,52
2017013108,105
2017013109,128
2017013110,114
2017013111,140
2017013112,105
2017013113,117
2017013114,116
2017013115,109
2017013116,86
2017013117,57
2017013118,52
2017013119,21
2017013120,28
2017013121,24
2017013122,26
2017013123,14
2017020100,12
2017020101,9
2017020102,2
2017020103,3
2017020104,2
2017020105,19
2017020106,43
2017020107,52
2017020108,121
2017020109,138
2017020110,131
2017020111,95
2017020112,74
2017020113,69
2017020114,88
2017020115,81
2017020116,102
2017020117,95
2017020118,60
2017020119,52
2017020120,45
2017020121,31
2017020122,19
2017020123,35
2017020200,7
2017020201,7
2017020202,7
2017020203,9
2017020204,21
2017020205,29
2017020206,78
2017020207,128
2017020208,242
2017020209,238
2017020210,206
2017020211,190
2017020212,142
2017020213,154
2017020214,157
2017020215,145
2017020216,131
2017020217,112
2017020218,60
2017020219,60
2017020220,55
2017020221,45
2017020222,59
2017020223,31
2017020300,28
2017020301,14
2017020302,3
2017020303,12
2017020304,17
2017020305,35
2017020306,83
2017020307,161
2017020308,278
2017020309,323
2017020310,371
2017020311,290
2017020312,237
2017020313,249
2017020314,244
2017020315,225
2017020316,204
2017020317,162
2017020318,142
2017020319,105
2017020320,71
2017020321,71
2017020322,71
2017020323,43
2017020400,29
2017020401,10
2017020402,9
2017020403,9
2017020404,12
2017020405,22
2017020406,50
2017020407,88
2017020408,169
2017020409,174
2017020410,157
2017020411,126
2017020412,90
2017020413,86
2017020414,83
2017020415,73
2017020416,85
2017020417,64
2017020418,62
2017020419,54
2017020420,52
2017020421,50
2017020422,35
2017020423,16
2017020500,14
2017020501,17
2017020502,10
2017020503,2
2017020504,7
2017020505,26
2017020506,26
2017020507,38
2017020508,62
2017020509,114
2017020510,130
2017020511,88
2017020512,85
2017020513,76
2017020514,83
2017020515,78
2017020516,100
2017020517,60
2017020518,57
2017020519,64
2017020520,76
2017020521,93
2017020522,100
2017020523,79
2017020600,43
2017020601,14
2017020602,16
2017020603,17
2017020604,16
2017020605,35
2017020606,62
2017020607,178
2017020608,307
2017020609,313
2017020610,283
2017020611,263
2017020612,242
2017020613,261
2017020614,188
2017020615,235
2017020616,211
2017020617,230
2017020618,169
2017020619,121
2017020620,107
2017020621,76
2017020622,55
2017020623,59
2017020700,55
2017020701,22
2017020702,17
2017020703,16
2017020704,28
2017020705,29
2017020706,112
2017020707,188
2017020708,380
2017020709,354
2017020710,323
2017020711,269
2017020712,257
2017020713,280
2017020714,235
2017020715,226
2017020716,221
2017020717,143
2017020718,109
2017020719,92
2017020720,47
2017020721,66
2017020722,50
2017020723,26
2017020800,24
2017020801,7
2017020802,3
2017020803,3
2017020804,21
2017020805,26
2017020806,60
2017020807,168
2017020808,231
2017020809,275
2017020810,261
2017020811,193
2017020812,204
2017020813,206
2017020814,185
2017020815,206
2017020816,206
2017020817,171
2017020818,107
2017020819,67
2017020820,73
2017020821,55
2017020822,57
2017020823,43
2017020900,45
2017020901,21
2017020902,16
2017020903,21
2017020904,29
2017020905,41
2017020906,88
2017020907,157
2017020908,283
2017020909,309
2017020910,275
2017020911,285
2017020912,252
2017020913,311
2017020914,347
2017020915,345
2017020916,318
2017020917,313
2017020918,197
2017020919,157
2017020920,111
2017020921,126
2017020922,107
2017020923,104
2017021000,67
2017021001,31
2017021002,21
2017021003,22
2017021004,29
2017021005,55
2017021006,142
2017021007,249
2017021008,390
2017021009,406
2017021010,302
2017021011,373
2017021012,359
2017021013,321
2017021014,290
2017021015,347
2017021016,321
2017021017,223
2017021018,197
2017021019,152
2017021020,143
2017021021,114
2017021022,86
2017021023,64
2017021100,29
2017021101,33
2017021102,21
2017021103,24
2017021104,22
2017021105,31
2017021106,59
2017021107,109
2017021108,219
2017021109,249
2017021110,221
2017021111,200
2017021112,143
2017021113,145
2017021114,93
2017021115,105
2017021116,112
2017021117,111
2017021118,88
2017021119,81
2017021120,60
2017021121,45
2017021122,55
2017021123,31
2017021200,10
2017021201,9
2017021202,9
2017021203,3
2017021204,5
2017021205,19
2017021206,28
2017021207,54
2017021208,98
2017021209,150
2017021210,117
2017021211,90
2017021212,119
2017021213,112
2017021214,97
2017021215,86
2017021216,133
2017021217,140
2017021218,104
2017021219,107
2017021220,126
2017021221,104
2017021222,78
2017021223,50
2017021300,38
2017021301,17
2017021302,10
2017021303,7
2017021304,19
2017021305,12
2017021306,60
2017021307,102
2017021308,188
2017021309,166
2017021310,192
2017021311,126
2017021312,135
2017021313,135
2017021314,128
2017021315,124
2017021316,138
2017021317,119
2017021318,90
2017021319,71
2017021320,85
2017021321,67
2017021322,57
2017021323,29
2017021400,21
2017021401,10
2017021402,5
2017021403,7
2017021404,12
2017021405,21
2017021406,55
2017021407,79
2017021408,123
2017021409,149
2017021410,150
2017021411,104
2017021412,119
2017021413,121
2017021414,126
2017021415,147
2017021416,98
2017021417,116
2017021418,71
2017021419,67
2017021420,55
2017021421,54
2017021422,45
2017021423,22
2017021500,22
2017021501,12
2017021502,9
2017021503,9
2017021504,9
2017021505,14
2017021506,55
2017021507,73
2017021508,161
2017021509,162
2017021510,152
2017021511,152
2017021512,152
2017021513,150
2017021514,117
2017021515,131
2017021516,138
2017021517,111
2017021518,81
2017021519,59
2017021520,62
2017021521,48
2017021522,50
2017021523,29
2017021600,21
2017021601,12
2017021602,16
2017021603,9
2017021604,17
2017021605,29
2017021606,93
2017021607,176
2017021608,282
2017021609,318
2017021610,250
2017021611,195
2017021612,192
2017021613,169
2017021614,162
2017021615,131
2017021616,145
2017021617,121
2017021618,79
2017021619,86
2017021620,62
2017021621,43
2017021622,41
2017021623,31
2017021700,26
2017021701,9
2017021702,7
2017021703,10
2017021704,17
2017021705,26
2017021706,62
2017021707,133
2017021708,273
2017021709,321
2017021710,314
2017021711,339
2017021712,259
2017021713,252
2017021714,295
2017021715,333
2017021716,280
2017021717,273
2017021718,168
2017021719,109
2017021720,123
2017021721,90
2017021722,85
2017021723,40
2017021800,52
2017021801,21
2017021802,17
2017021803,16
2017021804,16
2017021805,31
2017021806,64
2017021807,95
2017021808,218
2017021809,218
2017021810,180
2017021811,138
2017021812,131
2017021813,136
2017021814,107
2017021815,104
2017021816,114
2017021817,92
2017021818,90
2017021819,76
2017021820,41
2017021821,88
2017021822,40
2017021823,54
2017021900,31
2017021901,2
2017021902,9
2017021903,14
2017021904,12
2017021905,19
2017021906,45
2017021907,83
2017021908,162
2017021909,178
2017021910,240
2017021911,162
2017021912,135
2017021913,126
2017021914,130
2017021915,135
2017021916,149
2017021917,161
2017021918,138
2017021919,102
2017021920,104
2017021921,79
2017021922,79
2017021923,59
2017022000,29
2017022001,22
2017022002,22
2017022003,31
2017022004,24
2017022005,38
2017022006,81
2017022007,197
2017022008,320
2017022009,428
2017022010,370
2017022011,333
2017022012,294
2017022013,306
2017022014,313
2017022015,352
2017022016,311
2017022017,309
2017022018,247
2017022019,176
2017022020,187
2017022021,187
2017022022,200
2017022023,98
2017022100,67
2017022101,35
2017022102,31
2017022103,22
2017022104,22
2017022105,81
2017022106,164
2017022107,282
2017022108,503
2017022109,561
2017022110,451
2017022111,351
2017022112,351
2017022113,373
2017022114,373
2017022115,345
2017022116,402
2017022117,373
2017022118,261
2017022119,180
2017022120,206
2017022121,164
2017022122,143
2017022123,114
2017022200,74
2017022201,38
2017022202,28
2017022203,24
2017022204,29
2017022205,62
2017022206,161
2017022207,297
2017022208,520
2017022209,456
2017022210,387
2017022211,326
2017022212,302
2017022213,254
2017022214,263
2017022215,290
2017022216,269
2017022217,204
2017022218,150
2017022219,123
2017022220,112
2017022221,111
2017022222,83
2017022223,57
2017022300,55
2017022301,10
2017022302,17
2017022303,3
2017022304,24
2017022305,45
2017022306,90
2017022307,204
2017022308,299
2017022309,294
2017022310,335
2017022311,320
2017022312,221
2017022313,199
2017022314,173
2017022315,207
2017022316,202
2017022317,187
2017022318,130
2017022319,112
2017022320,85
2017022321,78
2017022322,48
2017022323,50
2017022400,24
2017022401,12
2017022402,5
2017022403,9
2017022404,16
2017022405,26
2017022406,74
2017022407,168
2017022408,238
2017022409,238
2017022410,183
2017022411,162
2017022412,149
2017022413,161
2017022414,117
2017022415,152
2017022416,157
2017022417,119
2017022418,98
2017022419,59
2017022420,60
2017022421,38
2017022422,41
2017022423,24
2017022500,21
2017022501,5
2017022502,7
2017022503,5
2017022504,10
2017022505,21
2017022506,35
2017022507,97
2017022508,171
2017022509,223
2017022510,187
2017022511,131
2017022512,100
2017022513,93
2017022514,71
2017022515,83
2017022516,81
2017022517,74
2017022518,67
2017022519,67
2017022520,54
2017022521,33
2017022522,52
2017022523,22
2017022600,10
2017022601,12
2017022602,7
2017022603,3
2017022604,10
2017022605,10
2017022606,29
2017022607,54
2017022608,78
2017022609,92
2017022610,97
2017022611,92
2017022612,76
2017022613,74
2017022614,86
2017022615,92
2017022616,92
2017022617,98
2017022618,98
2017022619,93
2017022620,90
2017022621,71
2017022622,55
2017022623,38
2017022700,31
2017022701,17
2017022702,16
2017022703,14
2017022704,16
2017022705,50
2017022706,78
2017022707,152
2017022708,237
2017022709,228
2017022710,209
2017022711,155
2017022712,142
2017022713,138
2017022714,162
2017022715,121
2017022716,126
2017022717,92
2017022718,90
2017022719,50
2017022720,29
2017022721,41
2017022722,28
2017022723,24
2017022800,21
2017022801,5
2017022802,3
2017022803,9
2017022804,9
2017022805,21
2017022806,71
2017022807,123
2017022808,185
2017022809,149
2017022810,130
2017022811,126
2017022812,95
2017022813,105
2017022814,90
2017022815,100
2017022816,97
2017022817,71
2017022818,62
2017022819,29
2017022820,33
2017022821,33
2017022822,24
2017022823,7
2017030100,12
2017030101,2
2017030102,2
2017030103,3
2017030104,9
2017030105,10
2017030106,50
2017030107,66
2017030108,114
2017030109,102
2017030110,102
2017030111,97
2017030112,95
2017030113,66
2017030114,86
2017030115,100
2017030116,69
2017030117,90
2017030118,50
2017030119,40
2017030120,24
2017030121,28
2017030122,33
2017030123,16
2017030200,3
2017030201,3
2017030203,3
2017030204,7
2017030205,10
2017030206,50
2017030207,55
2017030208,92
2017030209,81
2017030210,71
2017030211,78
2017030212,83
2017030213,86
2017030214,48
2017030215,62
2017030216,54
2017030217,47
2017030218,48
2017030219,22
2017030220,31
2017030221,35
2017030222,21
2017030223,19
2017030300,7
2017030301,9
2017030302,2
2017030304,7
2017030305,12
2017030306,22
2017030307,48
2017030308,78
2017030309,104
2017030310,85
2017030311,50
2017030312,76
2017030313,85
2017030314,78
2017030315,69
2017030316,59
2017030317,48
2017030318,47
2017030319,36
2017030320,28
2017030321,29
2017030322,17
2017030323,12
2017030400,9
2017030401,5
2017030402,5
2017030403,5
2017030404,14
2017030405,9
2017030406,33
2017030407,48
2017030408,116
2017030409,92
2017030410,88
2017030411,76
2017030412,62
2017030413,60
2017030414,73
2017030415,85
2017030416,116
2017030417,117
2017030418,100
2017030419,92
2017030420,88
2017030421,86
2017030422,69
2017030423,60
2017030500,71
2017030501,19
2017030502,31
2017030503,22
2017030504,22
2017030505,31
2017030506,71
2017030507,192
2017030508,361
2017030509,406
2017030510,363
2017030511,354
2017030512,297
2017030513,316
2017030514,297
2017030515,278
2017030516,266
2017030517,273
2017030518,209
2017030519,181
2017030520,168
2017030521,143
2017030522,145
2017030523,67
2017030600,45
2017030601,40
2017030602,14
2017030603,19
2017030604,40
2017030605,60
2017030606,123
2017030607,323
2017030608,477
2017030609,454
2017030610,427
2017030611,359
2017030612,382
2017030613,332
2017030614,344
2017030615,344
2017030616,309
2017030617,202
2017030618,155
2017030619,123
2017030620,85
2017030621,74
2017030622,67
2017030623,36
2017030700,14
2017030701,16
2017030702,3
2017030703,17
2017030704,12
2017030705,28
2017030706,59
2017030707,171
2017030708,259
2017030709,228
2017030710,185
2017030711,164
2017030712,154
2017030713,155
2017030714,145
2017030715,173
2017030716,136
2017030717,88
2017030718,67
2017030719,45
2017030720,40
2017030721,35
2017030722,38
2017030723,10
2017030800,3
2017030801,9
2017030802,2
2017030803,2
2017030804,9
2017030805,28
2017030806,50
2017030807,111
2017030808,140
2017030809,104
2017030810,90
2017030811,92
2017030812,81
2017030813,64
2017030814,102
2017030815,95
2017030816,64
2017030817,62
2017030818,47
2017030819,48
2017030820,26
2017030821,35
2017030822,21
2017030823,10
2017030900,7
2017030901,2
2017030902,2
2017030903,2
2017030904,3
2017030905,19
2017030906,43
2017030907,60
2017030908,109
2017030909,98
2017030910,78
2017030911,76
2017030912,98
2017030913,76
2017030914,92
2017030915,71
2017030916,69
2017030917,79
2017030918,54
2017030919,45
2017030920,29
2017030921,33
2017030922,29
2017030923,9
2017031000,3
2017031001,9
2017031002,9
2017031003,2
2017031004,7
2017031005,17
2017031006,28
2017031007,64
2017031008,95
2017031009,116
2017031010,102
2017031011,73
2017031012,50
2017031013,59
2017031014,85
2017031015,45
2017031016,83
2017031017,60
2017031018,31
2017031019,26
2017031020,17
2017031021,33
2017031022,14
2017031023,9
2017031100,3
2017031102,5
2017031104,5
2017031105,3
2017031106,24
2017031107,28
2017031108,48
2017031109,59
2017031110,36
2017031111,36
2017031112,40
2017031113,38
2017031114,35
2017031115,26
2017031116,22
2017031117,29
2017031118,29
2017031119,28
2017031120,16
2017031121,19
2017031122,19
2017031123,12
2017031200,5
2017031201,5
2017031203,5
2017031204,2
2017031205,5
2017031206,10
2017031207,12
2017031208,26
2017031209,40
2017031210,50
2017031211,47
2017031212,45
2017031213,29
2017031214,31
2017031215,48
2017031216,24
2017031217,31
2017031218,43
2017031219,22
2017031220,24
2017031221,16
2017031222,17
2017031223,5
2017031300,12
2017031301,5
2017031302,3
2017031304,3
2017031305,12
2017031306,26
2017031307,50
2017031308,45
2017031309,66
2017031310,79
2017031311,55
2017031312,60
2017031313,57
2017031314,52
2017031315,62
2017031316,57
2017031317,50
2017031318,33
2017031319,31
2017031320,28
2017031321,17
2017031322,19
2017031323,10
2017031400,3
2017031401,5
2017031403,5
2017031404,3
2017031405,5
2017031406,29
2017031407,55
2017031408,73
2017031409,76
2017031410,59
2017031411,59
2017031412,57
2017031413,59
2017031414,50
2017031415,43
2017031416,66
2017031417,41
2017031418,31
2017031419,26
2017031420,14
2017031421,26
2017031422,14
2017031423,3
2017031500,5
2017031501,3
2017031502,3
2017031503,3
2017031504,5
2017031505,7
2017031506,17
2017031507,41
2017031508,83
2017031509,52
2017031510,59
2017031511,64
2017031512,45
2017031513,40
2017031514,74
2017031515,57
2017031516,74
2017031517,60
2017031518,19
2017031519,35
2017031520,26
2017031521,12
2017031522,21
2017031523,9
2017031600,5
2017031601,2
2017031602,2
2017031603,3
2017031604,2
2017031605,10
2017031606,19
2017031607,60
2017031608,69
2017031609,66
2017031610,62
2017031611,57
2017031612,45
2017031613,43
2017031614,57
2017031615,64
2017031616,48
2017031617,57
2017031618,35
2017031619,41
2017031620,26
2017031621,21
2017031622,5
2017031623,16
2017031700,9
2017031701,3
2017031702,3
2017031703,2
2017031704,2
2017031705,7
2017031706,19
2017031707,45
2017031708,71
2017031709,52
2017031710,47
2017031711,55
2017031712,52
2017031713,52
2017031714,31
2017031715,59
2017031716,52
2017031717,38
2017031718,26
2017031719,36
2017031720,19
2017031721,7
2017031722,17
2017031723,12
2017031800,10
2017031801,5
2017031802,3
2017031804,3
2017031805,3
2017031806,12
2017031807,16
2017031808,24
2017031809,45
2017031810,41
2017031811,38
2017031812,33
2017031813,41
2017031814,22
2017031815,41
2017031816,36
2017031817,26
2017031818,26
2017031819,21
2017031820,19
2017031821,12
2017031822,19
2017031823,9
2017031900,9
2017031901,5
2017031902,3
2017031903,2
2017031904,5
2017031905,2
2017031906,9
2017031907,29
2017031908,38
2017031909,33
2017031910,48
2017031911,36
2017031912,29
2017031913,26
2017031914,19
2017031915,28
2017031916,24
2017031917,38
2017031918,24
2017031919,35
2017031920,36
2017031921,22
2017031922,10
2017031923,9
2017032000,3
2017032001,7
2017032003,3
2017032004,7
2017032005,5
2017032006,29
2017032007,33
2017032008,69
2017032009,73
2017032010,60
2017032011,74
2017032012,59
2017032013,48
2017032014,64
2017032015,78
2017032016,57
2017032017,64
2017032018,35
2017032019,40
2017032020,22
2017032021,35
2017032022,31
2017032023,26
2017032100,12
2017032101,9
2017032102,2
2017032103,3
2017032104,10
2017032105,19
2017032106,36
2017032107,88
2017032108,150
2017032109,150
2017032110,169
2017032111,130
2017032112,95
2017032113,128
2017032114,150
2017032115,149
2017032116,162
2017032117,119
2017032118,78
2017032119,50
2017032120,38
2017032121,28
2017032122,22
2017032123,12
2017032200,10
2017032201,3
2017032202,2
2017032203,7
2017032204,5
2017032205,22
2017032206,26
2017032207,86
2017032208,161
2017032209,161
2017032210,147
2017032211,211
2017032212,183
2017032213,121
2017032214,109
2017032215,102
2017032216,100
2017032217,78
2017032218,73
2017032219,45
2017032220,35
2017032221,26
2017032222,21
2017032223,7
2017032300,9
2017032301,7
2017032302,5
2017032303,2
2017032304,7
2017032305,10
2017032306,21
2017032307,60
2017032308,100
2017032309,67
2017032310,76
2017032311,48
2017032312,41
2017032313,66
2017032314,78
2017032315,54
2017032316,60
2017032317,69
2017032318,26
2017032319,33
2017032320,38
2017032321,24
2017032322,33
2017032323,14
2017032400,3
2017032401,5
2017032402,7
2017032403,2
2017032404,12
2017032405,33
2017032406,38
2017032407,93
2017032408,169
2017032409,247
2017032410,225
2017032411,174
2017032412,188
2017032413,225
2017032414,200
2017032415,238
2017032416,173
2017032417,130
2017032418,102
2017032419,85
2017032420,48
2017032421,57
2017032422,45
2017032423,36
2017032500,24
2017032501,9
2017032502,7
2017032503,7
2017032504,2
2017032505,16
2017032506,33
2017032507,52
2017032508,97
2017032509,111
2017032510,83
2017032511,64
2017032512,43
2017032513,40
2017032514,67
2017032515,36
2017032516,40
2017032517,29
2017032518,29
2017032519,38
2017032520,17
2017032521,17
2017032522,21
2017032523,16
2017032600,12
2017032601,10
2017032602,2
2017032603,3
2017032604,5
2017032605,10
2017032606,3
2017032607,28
2017032608,66
2017032609,93
2017032610,62
2017032611,66
2017032612,86
2017032613,47
2017032614,60
2017032615,38
2017032616,47
2017032617,48
2017032618,57
2017032619,38
2017032620,33
2017032621,38
2017032622,35
2017032623,31
2017032700,22
2017032701,12
2017032702,9
2017032703,12
2017032704,9
2017032705,21
2017032706,38
2017032707,111
2017032708,142
2017032709,147
2017032710,117
2017032711,88
2017032712,66
2017032713,73
2017032714,69
2017032715,57
2017032716,71
2017032717,79
2017032718,35
2017032719,41
2017032720,28
2017032721,14
2017032722,24
2017032723,21
2017032800,7
2017032801,5
2017032802,7
2017032803,7
2017032804,3
2017032805,12
2017032806,35
2017032807,55
2017032808,73
2017032809,85
2017032810,71
2017032811,50
2017032812,43
2017032813,45
2017032814,45
2017032815,57
2017032816,62
2017032817,38
2017032818,31
2017032819,31
2017032820,22
2017032821,22
2017032822,17
2017032823,2
2017032900,5
2017032901,7
2017032902,5
2017032903,5
2017032904,7
2017032905,9
2017032906,29
2017032907,43
2017032908,81
2017032909,81
2017032910,41
2017032911,41
2017032912,57
2017032913,40
2017032914,52
2017032915,60
2017032916,48
2017032917,64
2017032918,33
2017032919,19
2017032920,26
2017032921,19
2017032922,14
2017032923,19
2017033000,14
2017033001,3
2017033002,5
2017033003,7
2017033004,10
2017033005,16
2017033006,29
2017033007,69
2017033008,174
2017033009,207
2017033010,171
2017033011,150
2017033012,107
2017033013,111
2017033014,102
2017033015,112
2017033016,93
2017033017,93
2017033018,62
2017033019,66
2017033020,28
2017033021,35
2017033022,21
2017033023,17
2017033100,9
2017033101,5
2017033102,3
2017033103,2
2017033104,3
2017033105,12
2017033106,26
2017033107,62
2017033108,85
2017033109,93
2017033110,67
2017033111,52
2017033112,54
2017033113,57
2017033114,35
2017033115,62
2017033116,59
2017033117,29
2017033118,40
2017033119,40
2017033120,33
2017033121,19
2017033122,14
2017033123,16
2017040100,24
2017040101,5
2017040102,3
2017040103,3
2017040104,3
2017040105,9
2017040106,12
2017040107,21
2017040108,35
2017040109,40
2017040110,33
2017040111,33
2017040112,26
2017040113,19
2017040114,29
2017040115,14
2017040116,29
2017040117,19
2017040118,31
2017040119,36
2017040120,14
2017040121,16
2017040122,10
2017040123,5
2017040200,5
2017040201,9
2017040202,2
2017040203,7
2017040204,0
